SeAt No.,PHY101,MTH101,CHM101,ENG101,ECC101,COM100,ECC102,ECC104,ENG102,MTH102,PHY102,MTH113,MTH251,MTH201,ECC201,ECC203,ECC205,ENG201,ECC215,ECC002,COM339,COM382,ECC301,ECC003,ECC341,MTH323,ECC317,COM333,COM360,COM344,ECC302,ECC303,ECC417,ECC403,ECC426,ECC421,ECC412,ECC413,ECC415,COM490,COM491,CGPA
CS-97314,DC,BA,AA,BB,AA,DC,BB,CB,BB,CC,AA,BA,DC,BA,AA,BB,AA,DC,AA,AA,AA,BB,CB,AA,BB,AA,AA,BB,AA,BB,BA,CB,BA,BB,AA,AA,,AA,BB,BA,BB,3.418
CS-97315,DC,CC,CC,CC,CC,DC,BB,DC,DD,DC,CC,CC,DD,CC,BA,BA,DC,CC,CB,BB,BB,BA,BB,BB,DC,BB,AA,BB,DC,BB,BB,BB,BB,BB,BA,BB,CB,BA,BB,BA,,2.729
CS-97316,CC,AA,AA,BA,AA,BA,BB,AA,BB,BB,AA,BA,AA,AA,AA,BA,AA,AA,AA,AA,AA,AA,BA,AA,AA,AA,AA,AA,AA,CC,BA,BB,AA,BB,BA,BA,,AA,BB,BA,BB,3.737
CS-97317,CC,CC,BB,CC,BB,BB,BB,AA,BA,AA,AA,DC,CC,CB,BB,CB,AA,CC,BB,BB,BB,BB,CB,BA,CC,CB,AA,CC,CB,CC,BA,BB,BA,DC,BA,BB,CC,AA,BB,BB,,3.06
CS-97318,CC,CB,BB,BA,BB,BB,BB,BA,CC,CC,BB,BA,CC,BB,BB,BB,BB,BB,CC,BB,BB,BB,BB,CB,CC,BB,AA,CC,BB,BB,BB,CB,BB,CC,BB,BB,BB,AA,BB,BB,,3.033
CS-97319,BB,BB,AA,BA,AA,BB,BA,AA,BA,BB,BB,BA,CC,CC,AA,BA,BB,BB,BB,BB,BB,BA,AA,BB,BB,BA,AA,CC,BA,BA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BA,,3.476
CS-97320,DC,DD,BA,DD,CC,DC,BB,DC,DC,DD,DD,BB,DD,AA,BB,DC,CC,DC,BB,CC,DC,CB,DC,CC,DC,DC,AA,DD,DD,BB,BB,CB,DC,CC,BB,CB,CB,BB,CC,BB,,2.191
CS-97321,DD,DC,DD,CC,CC,DD,BB,DD,DD,DC,DD,BA,DD,DD,BB,BB,DD,CC,DD,BB,BB,BB,CB,CB,DC,CC,AA,CC,DC,BB,BB,BB,DD,CC,CC,CB,BB,AA,BA,BB,,2.266
CS-97322,CB,BB,BB,CC,BA,BB,BA,AA,BA,BB,BA,AA,BB,CB,BA,BA,AA,CB,BB,BA,AA,BB,BB,BA,CC,BB,AA,CC,BB,AA,BA,BB,BB,BB,BB,CB,,BA,BB,BA,BB,3.33
CS-97323,CC,AA,DD,BB,BA,BA,CC,DC,DC,DC,DD,DC,DD,DD,DD,DC,DC,DC,DD,DC,CC,DC,DC,DD,DD,CC,BA,CC,DD,BB,DD,CC,DC,CC,DC,CB,CC,BB,DD,CC,,1.886
CS-97324,DC,CB,BB,CC,BA,DC,BB,CC,BB,CB,BB,AA,DD,DC,BB,BB,BB,BB,CB,BB,BB,BB,BB,BB,DD,BA,AA,DC,DC,BB,BB,BB,CB,CB,BB,CB,BB,AA,BB,BB,,2.914
CS-97325,DD,DC,BB,DC,CC,DD,BB,DD,DC,DD,DC,BB,DD,BB,CC,CC,DC,CB,DD,CC,CC,CC,DD,DC,BA,DC,BB,DD,BA,DD,CC,CC,DD,CC,BB,CC,,BB,CC,BB,BB,2.028
CS-97326,BB,BB,AA,BA,AA,AA,BA,AA,BB,BB,BA,AA,AA,BB,AA,BA,BA,BA,BA,AA,BA,BA,BA,AA,BB,BA,AA,BB,BB,BB,AA,BB,BA,BB,CB,BB,BB,AA,BA,BB,,3.574
CS-97327,DD,CC,DD,DD,CC,CB,BB,DD,DC,DD,DD,CC,DD,DD,CC,CC,CC,CC,DC,DC,CC,CB,BB,BA,DC,DC,BA,DC,DD,CC,BB,DC,DD,CC,DC,CC,,BB,CC,CB,CB,1.955
CS-97328,DD,CC,DD,DD,CC,DC,CC,BB,CC,BB,CC,CC,DD,DC,BB,CC,DC,CB,CB,DC,CC,CB,DD,DC,CC,DD,BB,CC,DC,CC,CC,CB,DC,CC,BB,CC,DC,BB,DC,CC,,2.003
CS-97329,CC,CB,CC,BB,BA,DC,BA,AA,BB,CC,DC,BB,BB,BB,BA,BA,BB,AA,BB,BB,BB,BA,CB,BA,DD,BA,AA,CC,BB,BA,BA,CB,BB,BA,BA,BB,AA,AA,BA,BA,,3.259
CS-97330,CC,BA,AA,BB,AA,BB,CB,AA,BB,BA,AA,BB,AA,BB,AA,BB,AA,CC,AA,AA,AA,AA,BB,AA,BA,AA,AA,BB,AA,BB,AA,CB,AA,BA,AA,BA,,AA,BB,AA,BA,3.641
CS-97331,DD,CC,BB,DC,CB,DC,AA,BA,DC,DD,DC,BA,CC,CB,BB,BB,BB,CC,DC,BB,BB,CB,CC,CB,DC,CB,AA,DD,BB,BB,BB,CB,CC,CB,BB,CC,,BA,CC,BB,CB,2.599
CS-97332,CC,CB,CC,DC,CB,CB,BB,CC,CC,DC,DC,CC,DD,DC,CB,CC,BB,CC,DD,CB,BB,BB,DC,CC,DD,DC,BA,DC,DD,BB,DC,DC,CC,DD,DC,BB,CC,BB,CC,BB,,2.188
CS-97333,CC,DC,CC,DC,CC,DC,BA,CC,DC,BB,CB,BB,DC,CB,BA,CC,BB,CB,CC,BB,BB,BB,CC,BB,DC,BB,AA,DC,DC,CC,BB,CC,BA,CC,AA,BB,,BA,CB,AA,BA,2.716
CS-97334,BB,CC,CB,CC,BA,CC,BB,BB,BB,CB,CB,BA,DD,CC,BA,BB,CC,BA,CC,BB,CC,BB,CB,CB,DD,DC,BA,DC,CC,CB,BB,CB,DC,CC,DC,CC,BA,BA,BB,BA,,2.619
CS-97335,CC,CB,CB,BB,BB,CC,BB,BA,CC,CB,BA,BA,BB,CC,BB,BA,BB,CC,CC,BB,BB,BB,CC,BB,DC,BA,AA,CC,BB,BA,BB,CB,CB,CB,CB,BB,BB,BA,CB,BA,,2.995
CS-97336,DD,DC,DD,DC,CC,CB,CB,DC,DC,DD,DD,CC,DD,DD,CC,CC,CC,CC,DD,DC,CC,DC,DC,BA,DC,DC,AA,DC,DD,BA,CB,CC,CC,DC,DC,CC,DC,BB,CC,BB,,1.936
CS-97337,BB,BB,AA,CC,BA,BB,BB,BB,BA,AA,AA,BA,CB,BB,AA,BA,AA,CC,AA,AA,AA,BB,BB,BB,BA,AA,AA,AA,AA,AA,AA,BB,BA,CB,AA,BA,,AA,BB,AA,BB,3.615
CS-97338,BB,CB,DC,CC,CC,DC,BB,BB,DC,CC,BB,BB,DC,DC,CB,CB,CC,CC,DC,CC,CC,BB,DC,BB,DC,CC,AA,DD,DC,BB,BB,DD,BB,CC,BA,BB,,BB,CB,BB,BB,2.488
CS-97339,BA,AA,BB,BB,AA,CB,BB,AA,BB,CB,BB,BB,BB,BB,BA,BB,AA,CC,BB,BB,BA,BA,BB,BA,CC,BB,AA,CB,BA,BA,BA,CB,AA,BB,BA,BB,,BA,BA,BB,BB,3.408
CS-97340,DD,DD,BB,DC,CC,BB,CB,CC,CC,DC,DC,CB,DD,DC,BB,BB,DC,CC,CC,BB,CB,BB,BB,BB,DC,CB,AA,CC,DC,CC,BB,BB,CB,CB,CC,BB,BB,BA,CC,BB,,2.49
CS-97341,DD,DD,BB,CC,DD,CB,BB,CB,CB,DD,DC,CC,CC,FD,DC,CC,DC,DD,DC,DD,DC,BB,BB,CC,CC,DD,CC,FF,DD,BB,DD,DC,AA,FD,BB,FD,,FD,CC,BB,DC,1.804
CS-97342,CC,CB,BB,CC,BB,CB,BB,BB,BB,DC,CB,CC,BB,DD,BB,BA,CB,DC,CB,BB,BB,BB,BB,CC,BB,CC,AA,CC,CC,BA,BA,BB,AA,CC,CC,BA,BB,AA,BB,BA,,2.88
CS-97343,CB,BA,AA,BB,BA,BB,BB,AA,BA,BB,AA,BA,BB,CC,BB,BB,AA,CB,BB,CC,BA,BB,DD,BB,CC,CB,AA,CC,BA,BB,CB,CC,CC,BB,AA,BB,AA,BA,BB,BB,,3.184
CS-97344,CC,BB,CB,BB,AA,CC,BA,BB,BB,CB,BB,BA,DC,CC,BB,DC,BB,DC,CC,BB,BB,BB,BB,BB,DC,CB,AA,CC,CB,BA,BB,CC,BA,BB,BA,BB,,AA,BB,AA,BB,2.984
CS-97345,BB,BB,CB,BB,CB,BB,BB,CB,DC,DC,DC,CB,DC,CB,BB,BB,BB,CB,DD,DD,BB,CB,DC,DC,DD,CB,BB,DC,DC,CC,BB,CC,CC,DC,CC,BB,CC,BB,CC,BB,,2.384
CS-97346,DC,DC,DD,CC,CB,DC,BB,DC,BB,DC,DC,BB,BB,CB,BB,CB,DC,CC,CC,BA,BB,CC,DD,DC,DC,CC,AA,DC,DC,CC,CC,DC,AA,CC,CC,CC,BB,BB,CC,BB,,2.236
CS-97347,CC,BB,BA,AA,AA,BB,BA,AA,CB,CC,CB,AA,CC,BB,BB,CB,CB,DC,CC,AA,BB,BB,CB,BB,CC,BB,AA,CB,CB,BA,BA,CB,CB,BB,DC,BB,,AA,BA,AA,BB,3.09
CS-97348,BB,BB,AA,BB,AA,AA,BB,AA,BA,CB,BA,AA,AA,BB,BA,BA,BA,BA,AA,AA,AA,BA,BB,AA,CB,BA,AA,AA,BA,AA,AA,BB,AA,BB,BA,BA,AA,AA,BB,AA,,3.689
CS-97349,DD,DD,DD,DD,DC,DC,DC,CC,CC,DD,CB,BB,DD,DD,DC,BB,BB,DC,CC,AA,CC,CC,BA,BA,BB,CB,AA,CC,DD,DC,CC,DC,DD,DC,CC,DD,DC,BB,DC,BB,,2.084
CS-97350,BB,CC,BB,BB,AA,BB,BA,BB,BB,CB,BB,AA,BB,BB,AA,AA,CB,BB,BB,AA,BA,BB,BB,BA,CC,AA,AA,BB,BB,BA,BA,BB,BB,CB,BA,BB,,AA,BB,AA,BB,3.396
CS-97351,BB,BA,AA,BB,BA,AA,BB,BA,AA,BB,AA,BA,BA,BB,AA,BA,BA,AA,AA,AA,AA,BB,CC,AA,BB,BA,AA,AA,BB,BA,AA,CC,AA,BA,AA,BA,,AA,BB,AA,BB,3.651
CS-97352,AA,BA,AA,BB,BB,BB,BA,BB,AA,AA,AA,AA,AA,BB,AA,AA,BA,BB,BA,AA,AA,BA,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BA,BA,AA,AA,,BA,BB,AA,BA,3.714
CS-97353,DD,DC,CB,CC,DC,DD,CB,DD,CC,DC,DC,CB,DD,AA,DC,DC,DC,DC,DD,CC,CC,BB,DD,CC,CC,DD,AA,FF,DD,CC,DD,DC,AA,DC,DC,FD,CC,FD,DD,CB,,1.713
CS-97354,BB,AA,AA,BB,BB,AA,BB,CB,AA,AA,AA,BA,BA,BB,BB,CB,AA,AA,AA,BB,BA,BB,CC,AA,BA,CB,AA,BB,AA,AA,BA,CC,BA,CB,CC,CB,BB,BB,BB,BA,,3.387
CS-97355,CC,BB,BA,BB,AA,AA,BB,AA,BB,CB,AA,BB,BB,BB,BA,BB,AA,BB,BB,AA,AA,BA,BA,BB,CB,AA,AA,BB,BB,BA,AA,CB,AA,BB,BA,CC,BA,BA,BA,AA,,3.492
CS-97356,BB,BB,BA,BA,BB,BA,BB,AA,CB,BB,BB,AA,CB,BB,BB,BB,BB,BB,BB,AA,BB,BA,BA,AA,CC,BB,AA,CC,BA,BA,AA,BB,BB,BB,BA,BB,,AA,BB,AA,BB,3.392
CS-97357,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BA,AA,BB,BB,CB,BB,BA,AA,AA,BB,BB,BB,BB,BB,AA,BA,AA,BB,BA,CB,AA,BA,CB,BA,,AA,BB,BA,CB,3.451
CS-97358,BB,BA,AA,BA,BA,BA,BB,AA,BB,BB,BA,BA,AA,BA,AA,AA,BB,BB,BA,AA,AA,AA,BA,AA,BB,AA,AA,BA,AA,BA,AA,CB,AA,BB,BA,BB,,AA,BB,AA,BB,3.694
CS-97359,CC,BB,AA,BB,AA,BA,BB,AA,BB,CB,CB,BA,CC,BB,BA,CB,BB,CC,BB,BA,BA,BB,BA,BA,CC,BA,AA,BB,BB,BB,BA,CB,AA,CB,BA,CB,BB,BB,CB,BA,,3.253
CS-97360,BA,BA,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,BA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BA,BA,BA,BB,AA,BA,AA,BB,,AA,BA,AA,BB,3.806
CS-97361,BA,AA,BB,BB,AA,BB,BB,AA,BA,BB,AA,AA,BB,BB,BA,BA,BA,BB,BB,AA,AA,BB,BB,AA,CC,BB,AA,BB,BA,AA,BB,CB,CB,BB,BA,BB,,BA,CB,BA,BB,3.477
CS-97362,DC,CB,CB,BB,BA,AA,BB,BA,CC,CB,BB,BB,BB,AA,AA,BB,BB,CC,BB,AA,AA,BA,BB,AA,CC,AA,AA,BB,BB,BB,AA,BB,BB,BA,BA,CB,AA,AA,CC,AA,,3.389
CS-97363,BB,AA,AA,AA,AA,BA,BB,AA,AA,BA,AA,AA,BA,AA,AA,AA,AA,BA,AA,AA,AA,AA,AA,AA,BA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BA,,3.82
CS-97364,DD,CC,CB,CC,BA,CC,BB,BB,DD,BB,CB,AA,BB,BB,BA,BB,BB,BB,CC,BA,BA,BB,BB,CC,BB,CB,AA,BB,BB,BB,AA,BB,AA,CC,BA,CB,,AA,CC,AA,CB,3.063
CS-97365,CB,DC,BA,BB,AA,CC,BB,BA,CC,CC,BB,AA,CC,CC,BA,AA,BB,BB,CC,AA,AA,BA,BB,AA,CC,BB,AA,CC,CC,CC,AA,BB,BB,BA,BA,BB,,AA,BA,AA,AA,3.226
CS-97366,BB,BA,AA,CB,AA,AA,BA,AA,BA,BB,BA,BA,AA,BA,AA,BA,AA,CC,AA,BA,AA,BA,AA,AA,AA,AA,AA,AA,AA,BA,AA,CB,AA,AA,BB,BB,,AA,BA,AA,BA,3.721
CS-97367,CB,BB,AA,AA,AA,AA,BB,AA,BA,BA,AA,BA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BA,AA,BB,AA,BA,BB,BB,BA,AA,BB,AA,,3.795
CS-97368,CB,BB,AA,BB,BA,CB,BB,AA,BB,CB,BB,AA,CC,BB,BA,BA,BA,BB,BA,BA,AA,AA,AA,AA,BB,BA,AA,BB,BB,BB,AA,BB,BA,BA,BA,BB,,AA,BB,AA,BB,3.485
CS-97369,BB,AA,AA,BB,AA,BA,BA,BB,AA,AA,AA,BB,CC,DD,BB,BB,BA,CC,BB,AA,BA,BA,AA,BA,BB,CC,AA,BB,BA,BB,BB,BB,BB,CC,AA,BB,,BA,BB,AA,BA,3.437
CS-97370,DC,BA,BB,BB,CC,DC,BB,CC,CC,DC,DC,BB,AA,DD,BB,CB,CC,CC,CC,BA,CC,CB,CC,DC,CC,BB,AA,CC,DD,CB,BA,CB,CC,CC,CB,CC,,BB,BB,BA,CB,2.512
CS-97371,CC,BB,AA,BA,AA,AA,BA,AA,BB,BB,BA,AA,CB,BA,BA,AA,BA,BB,BA,AA,AA,AA,AA,AA,BB,AA,AA,BA,CC,BB,AA,CB,AA,BB,AA,BB,,BA,BB,AA,BB,3.618
CS-97372,CC,BB,BB,BB,AA,BB,BB,AA,BB,AA,BA,AA,CB,BB,AA,AA,AA,CC,AA,AA,BA,AA,AA,AA,BA,AA,AA,BA,BA,BB,AA,BB,AA,BB,BA,BB,,AA,CB,AA,BB,3.631
CS-97373,BA,BB,BA,AA,AA,BA,BA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BA,AA,AA,AA,BA,AA,AA,BA,AA,BB,AA,BB,AA,BA,BB,BB,,AA,BA,AA,AA,3.707
CS-97374,CC,CC,BB,CC,AA,BB,BB,AA,CC,DC,DC,AA,BB,BA,BA,BA,CB,BA,CB,BA,BB,BB,BA,BB,CB,BB,AA,CC,CB,CB,BA,BB,BA,BB,CC,BB,,BA,BA,BA,BB,3.156
CS-97375,CC,BB,AA,BB,AA,BB,BB,BB,CB,CC,BB,BA,BA,BB,BB,BA,BB,BA,BB,AA,BA,BA,AA,AA,CB,AA,AA,BB,BB,BB,BA,CB,AA,BA,AA,BB,,AA,BB,AA,BB,3.491
CS-97376,DD,CC,BB,CB,CB,CB,BB,AA,DC,CC,DC,BB,DC,CB,BB,BB,CC,BB,CC,BB,BB,BB,CC,BB,CB,DD,BA,CB,DC,CC,BB,CC,DD,DC,CC,CC,,BB,DC,BA,CC,2.478
CS-97377,CC,CC,BA,BB,AA,BB,BA,AA,BB,BB,BA,BB,BB,BA,BA,BA,BA,BB,BA,AA,AA,AA,BA,AA,BB,BA,AA,BB,BA,BB,BA,BB,AA,BA,BA,CB,,AA,BB,AA,BB,3.554
CS-97378,BB,DD,DC,CC,BB,DC,BA,CC,DC,CC,DC,BB,DD,DD,BB,CB,DC,CC,CC,BA,BA,BB,BB,CC,CC,CC,BA,DC,CC,BA,BB,CC,CC,CC,BA,CC,BB,BA,BB,BA,,2.557
CS-97379,DD,CC,AA,CC,CB,CB,CB,CC,DC,CB,CC,CC,BA,CC,BB,CB,DC,BB,DD,AA,CB,CC,BB,CC,DC,CC,AA,DD,DC,CB,CB,CC,AA,CC,CB,CC,,BB,BB,BA,BB,2.525
CS-97380,AA,BA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,BA,BB,BB,CB,BA,AA,CB,AA,AA,BB,BB,AA,AA,BA,AA,BB,AA,BA,AA,CC,CC,BB,AA,BB,,AA,AA,AA,AA,3.621
CS-97381,CC,BB,BA,BB,BA,CB,BB,AA,BB,CC,BB,BA,DC,BB,BA,AA,BB,CB,BB,AA,BA,BA,BA,AA,BA,AA,AA,BB,BA,BB,BA,CB,BB,BB,BA,BB,,AA,BA,AA,BB,3.442
CS-97382,BB,BA,DD,DC,CB,BB,BA,CC,BB,DC,BB,BB,BB,AA,CB,BB,DC,CC,DC,AA,CC,BB,BB,CB,CB,CB,AA,DC,DD,BB,BB,CB,CC,CB,BB,CC,,AA,BB,AA,BA,2.8
CS-97383,DD,CC,DD,DD,BB,CB,BB,DC,DD,DD,DC,BB,DC,BA,DC,BB,CB,DD,CC,BB,DC,BB,DC,FD,CC,DD,CC,FD,CC,CC,DD,BB,AA,DC,DC,FD,CC,FD,DC,BB,,1.826
CS-97384,BB,BB,DD,DC,BA,CC,BB,DC,CC,CC,CC,BA,DC,DD,BB,BB,DC,BA,CC,AA,CC,BB,BB,BA,CC,CC,AA,CB,BB,BB,BB,BB,DD,CC,AA,CB,,AA,AA,AA,BB,2.851
CS-97385,BB,DC,BB,BB,AA,CC,BA,BA,CB,DC,CC,BA,CC,BB,BA,BB,CC,CB,CC,BA,CB,BA,BB,BB,DC,CB,AA,CC,DC,BA,BA,CB,CC,CB,BB,CC,BB,AA,BB,BA,,2.931
CS-97386,DC,CC,CC,CB,CB,CC,BB,CB,CC,CC,BB,BB,DD,DC,BB,BB,CC,CC,CC,AA,CC,BB,BB,BA,CC,BB,AA,CC,DC,CC,AA,CB,CB,CC,BA,BB,,BA,BB,BA,BB,2.793
CS-97387,DD,CC,CC,DC,CB,DC,CC,BB,DC,AA,CB,CB,CB,CC,BB,BB,DC,BB,CC,AA,BB,BB,CC,BB,CB,CB,AA,DC,CC,DC,DC,CC,CC,CC,AA,CC,,BB,CB,BA,BB,2.611
CS-97388,DD,DD,DC,BB,DD,DC,BB,DD,CC,DD,DD,DC,DD,BB,DC,DC,DD,DC,DC,DC,CC,CC,BB,DC,DC,DC,CC,DD,DC,CC,DD,DC,BB,FD,BB,FD,,FD,CB,BB,FD,1.658
CS-97389,DD,CC,DC,DD,CB,BB,BA,CC,BB,DC,CC,BA,DC,BA,BB,BA,CB,CC,CB,BA,CC,BB,CB,BB,DD,CC,AA,CC,DD,BB,BB,CC,DD,DC,BB,DC,DC,AA,CC,BA,,2.559
CS-97390,BB,BB,AA,CB,BB,BB,BB,AA,BB,CB,BB,BA,BB,BB,BA,BB,BB,CB,BB,AA,CB,BA,BB,BA,CB,BB,AA,CB,BB,BB,BA,CC,BB,BB,BB,CB,BB,AA,BB,BA,,3.245
CS-97391,CC,CC,BB,CB,BB,CB,CB,BB,CC,DC,BB,BB,DC,DC,BB,BA,CB,BA,DC,AA,CB,BB,CC,CB,CC,CC,AA,DC,CC,CC,BB,CC,CC,CC,BA,CB,,AA,BB,BA,BA,2.75
CS-97392,CC,DC,BB,CC,BA,CB,BB,BB,CC,DC,BB,AA,DD,DC,BA,BB,CC,BB,BB,AA,BB,BA,AA,BB,BB,BB,AA,CC,CC,BB,BB,BA,BB,BB,CC,BB,,AA,BB,AA,AA,3.037
CS-97393,BB,BA,AA,CC,AA,BA,BB,AA,BB,BB,BA,CC,BA,BB,BB,BA,CB,BB,AA,AA,AA,AA,BA,BA,BA,AA,AA,BB,BB,CB,BB,BB,BB,BB,BB,BB,,BA,CC,BA,BB,3.395
CS-97394,DD,CB,BB,BB,BB,BB,BB,BB,DC,CC,CC,BA,DC,DC,BA,BB,CC,BB,DC,BB,BB,BB,CC,BB,DD,DC,AA,CB,DC,CB,BB,BA,BA,CB,BB,BB,CB,AA,CB,BA,,2.793
CS-97395,CB,CC,BB,AA,BB,CC,BB,BB,CB,DC,BB,BA,DC,DC,BB,BB,BB,BB,CC,AA,BA,BA,BB,BB,DC,BB,AA,CC,CB,BA,AA,BA,BA,BB,BA,CB,,AA,BA,AA,BB,3.136
CS-97396,CC,BB,CB,BB,BB,CC,BB,AA,CC,DD,DC,BA,DD,CC,BA,BA,BA,CC,BB,BA,BA,BB,BB,BB,CC,BA,AA,DC,BB,BB,BA,BB,BB,BA,BB,BB,,AA,BB,BA,BB,3.094
CS-97397,CB,CB,BB,BB,AA,DC,BA,BB,CC,CC,BB,AA,CB,DC,BB,AA,BB,AA,CC,BB,AA,AA,BA,BB,CC,BA,AA,DC,CC,BA,BB,BA,CC,BB,BB,BB,BB,BA,BA,BA,,3.155
CS-97398,DC,CC,CB,DC,DC,DC,BB,DC,DC,DD,DC,BB,DC,DD,CB,CC,CC,CC,DC,AA,CC,DC,AA,DC,CB,DD,AA,CC,DD,BB,FD,BB,FD,DD,BA,DC,,BB,CC,BB,CB,2.128
CS-97399,DC,BB,AA,BA,BA,CB,BB,AA,DC,CC,BB,AA,CC,CB,AA,BB,CB,CB,CC,AA,AA,BA,BA,BB,CC,BA,AA,DC,CC,BA,BA,BB,BA,BB,BA,BB,,BA,BB,AA,BB,3.205
CS-97400,DD,DC,BB,BB,BB,CB,CB,BA,CC,CC,BB,BB,DD,DC,BB,CC,CC,DC,BB,AA,CB,CB,BB,CB,CB,CC,AA,CC,DC,CC,CC,BB,DC,CC,CC,CC,,BB,CB,BB,CB,2.574
CS-97401,DD,CB,DD,CC,BB,BB,BB,BB,BB,CC,CB,BB,DC,CC,CB,CB,CB,CC,BB,BA,CB,CC,BB,CC,DD,CC,AA,DC,CC,CC,CC,BB,DD,DC,DC,CC,,BA,CC,BB,BB,2.451
CS-97402,DD,DD,CB,DD,CB,DC,BB,BB,BB,DD,DC,CC,CC,AA,BB,CC,DC,DC,DC,AA,BB,DC,CB,DC,DC,CC,BB,DC,DC,CC,BB,BB,AA,DC,DC,CC,CB,BA,CB,BA,,2.321
CS-97403,CB,DC,DC,DD,AA,CC,BA,BB,CC,DC,CC,BB,CC,DD,CB,BB,CC,BB,DC,CB,BB,CC,CC,CC,DD,DC,AA,DC,DC,BB,BB,BB,BB,CC,CC,CC,,BB,CC,BA,BB,2.378
CS-97404,DD,DD,BB,DC,DC,BB,BB,DC,DC,DD,DC,BB,BB,CC,CC,BB,DC,CC,CC,AA,BB,CC,BB,CB,DD,CC,AA,DC,DD,CB,BB,CB,DD,CC,CC,CC,BB,BA,BB,AA,,2.328
CS-97405,DD,DC,DD,DC,CC,CC,BB,BB,DC,DC,DC,BB,CC,CC,BB,BB,CB,BB,CC,AA,BB,CB,BB,BB,CC,BB,AA,DC,CC,BB,BB,DC,DC,DC,BB,CC,CB,BA,BB,AA,,2.548
CS-97406,DC,CC,CB,CC,CB,CB,BB,AA,BB,CC,BB,CB,BB,CB,BB,CC,CC,BB,CC,AA,AA,CC,BB,CC,DD,CC,AA,CC,CC,CC,BA,DC,BB,CC,DC,BB,BB,BA,CC,BA,,2.636
CS-97407,CB,CB,BB,BB,BB,BB,BB,AA,CB,BB,BB,BA,BB,BB,BB,BB,CB,BA,BB,AA,AA,BB,BB,BA,CB,CC,AA,CB,DC,BB,BB,BB,BB,CB,BA,BB,,AA,BB,BA,BB,3.229
CS-97408,DD,DD,BB,BB,BB,CC,BB,BB,DD,DC,CC,BA,DC,CB,CB,BB,CC,BA,CC,AA,BB,BB,CB,BB,DC,BB,AA,DC,CC,BB,BB,BB,DC,BB,BB,BB,,BA,BB,AA,BB,2.779
CS-97409,DD,CC,DD,DC,CC,CB,BB,DC,DC,BB,DC,CC,BA,CC,CC,CC,DC,DC,DC,BA,CB,AA,CC,DC,DC,DC,AA,DC,DC,BB,BB,CB,CC,CC,CC,CB,BB,BB,CC,BA,,2.343
CS-97410,BB,BB,DD,AA,CC,DC,BA,CC,CC,DD,DD,CC,BB,DD,CC,DD,CC,CC,DD,BB,BB,AA,DC,DD,BB,DC,AA,CC,CB,BB,CC,CC,DD,DC,CC,DC,CC,CB,CC,BA,,2.274
CS-97411,DD,DD,DD,DC,DC,BB,CC,CC,DD,DD,DD,BB,BA,DD,CC,DC,AA,DC,DC,BA,CC,BB,DC,BB,BB,DC,DD,DC,CC,CC,CC,CC,AA,DC,CB,FD,CC,DC,CC,BB,,2.04
CS-97412,DC,DC,CC,DD,CC,CC,CB,CC,DC,DC,CC,DC,DD,DD,CC,CC,CB,DC,DC,BA,BB,DC,DD,BB,CC,DC,AA,DC,CC,BB,DC,CC,DD,DC,CC,CB,DC,BB,DC,BB,,2.034
CS-97413,DC,BA,CB,CC,CB,CC,BA,BB,CB,DC,CC,CC,BB,CC,CC,CB,BB,CC,CC,AA,CC,CB,CC,CC,DC,DD,AA,DC,BB,BA,CC,CB,DD,DC,BB,CC,CC,AA,CC,BB,,2.505
CS-97414,DC,DD,CC,DD,DC,BB,BB,DC,BB,CC,DD,BB,DD,DD,BB,CB,CC,BB,DC,BA,BB,DC,DC,CC,DD,CC,AA,DD,CC,CC,CB,CC,AA,BB,CC,CC,CB,BB,DC,BB,,2.26
CS-97415,DD,BB,BA,CC,CC,AA,BB,BA,CC,CC,BB,BB,CB,BB,BB,CB,AA,DC,BA,AA,AA,BB,CC,CB,BB,CC,AA,BA,BB,BB,AA,CB,BB,DC,BA,CB,,AA,BB,BA,BB,3.103
CS-97416,DD,CC,BB,DD,CB,DC,BB,CB,DC,DD,DD,CC,DC,DC,DC,BB,DC,CC,DC,BB,CC,CC,DC,BB,DC,DD,BB,DC,DC,DC,DC,DC,DD,CC,DC,DC,,CC,DD,BA,BB,1.951
CS-97417,CC,DC,DD,DC,BB,CC,BB,CB,CC,CC,BB,BB,CC,CC,BA,BB,BB,CC,CC,BB,BB,BA,BB,BB,CC,BB,AA,CB,CC,BB,BA,BB,BB,CB,CC,BA,BB,AA,BB,BA,,2.773
CS-97418,BA,AA,CC,AA,AA,BB,BA,BB,BB,DC,DC,BB,AA,BB,BB,BA,CC,CC,BB,AA,CB,BB,BB,AA,BB,BB,AA,CC,BA,AA,BB,BB,CC,BB,AA,BB,,AA,BA,AA,AA,3.334
